var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var1(t)
0.21362233,0.21903321,0.20763361,0.22620907,0.17186645,0.20588237
0.20588237,0.21903321,0.20458019,0.22464898,0.16563937,0.20743036
0.20743036,0.21601209,0.20458019,0.2277691,0.16688475,0.21517032
0.21517032,0.22054377,0.20916033,0.23244932,0.17311183,0.23065019
0.23065019,0.22356495,0.23206109,0.23400936,0.18556592,0.23993808
0.23993808,0.24622354,0.23206109,0.25117007,0.19303837,0.21671832
0.21671832,0.2537764,0.23816794,0.23556945,0.17435727,0.2291022
0.2291022,0.22054377,0.2213741,0.23244932,0.18432054,0.24613005
0.24613005,0.24320242,0.23816794,0.24804994,0.19801995,0.258514
0.258514,0.26283988,0.25496185,0.26833072,0.20798323,0.27554184
0.27554184,0.2719033,0.2671756,0.27301094,0.22168288,0.2662539
0.2662539,0.2839879,0.2671756,0.2776911,0.2142103,0.25077403
0.25077403,0.26737162,0.25343513,0.26989082,0.20175615,0.25232202
0.25232202,0.25075528,0.25190842,0.26365057,0.20300165,0.22600621
0.22600621,0.24018124,0.24122137,0.24804994,0.18182966,0.21826631
0.21826631,0.23867068,0.22595423,0.2402496,0.17560259,0.21517032
0.21517032,0.22054377,0.21374047,0.23244932,0.17311183,0.21207434
0.21207434,0.22205439,0.20763361,0.2277691,0.17062107,0.18266255
0.18266255,0.21752265,0.20458019,0.2043682,0.14695814,0.17492265
0.17492265,0.19486406,0.18015271,0.19344774,0.14073119,0.18575853
0.18575853,0.17824772,0.178626,0.18876758,0.14944908,0.16718268
0.16718268,0.20090637,0.18320614,0.18096724,0.13450417,0.13467497
0.13467497,0.17069486,0.15267175,0.14508578,0.108350605,0.13003099
0.13003099,0.14652565,0.14045805,0.14352575,0.10461435,0.113003135
0.113003135,0.14652565,0.129771,0.13104525,0.090914816,0.128483
0.128483,0.123867065,0.12519085,0.12948516,0.10336891,0.11455113
0.11455113,0.13897279,0.120610714,0.13572541,0.092160255,0.13931888
0.13931888,0.13293049,0.1358779,0.13416538,0.1120868,0.16718268
0.16718268,0.1570997,0.1618321,0.16380653,0.13450417,0.15325081
0.15325081,0.17220542,0.15877867,0.16692665,0.123295456,0.17027867
0.17027867,0.16767374,0.16335881,0.17784712,0.13699493,0.1640867
0.1640867,0.18731114,0.17251909,0.17784712,0.13201335,0.1547988
0.1547988,0.1752266,0.16030538,0.17160687,0.124540895,0.12383902
0.12383902,0.163142,0.15114504,0.14352575,0.09963271,0.11764711
0.11764711,0.13293049,0.11755729,0.13104525,0.09465107,0.13467497
0.13467497,0.12688819,0.12824428,0.13572541,0.108350605,0.128483
0.128483,0.13595167,0.12519085,0.13884553,0.10336891,0.126935
0.126935,0.13746223,0.12671757,0.14352575,0.10212359,0.13931888
0.13931888,0.13897279,0.1358779,0.1482059,0.1120868,0.15944272
0.15944272,0.1570997,0.15267175,0.1606864,0.1282771,0.1563468
0.1563468,0.17220542,0.15419847,0.16692665,0.12578627,0.13003099
0.13003099,0.15407851,0.14351147,0.1482059,0.10461435,0.13467497
0.13467497,0.14199397,0.13282442,0.15132603,0.108350605,0.119195044
0.119195044,0.13897279,0.13282442,0.13884553,0.09589645,0.12383902
0.12383902,0.12537763,0.120610714,0.13416538,0.09963271,0.13467497
0.13467497,0.14199397,0.1343512,0.1482059,0.108350605,0.13467497
0.13467497,0.13595167,0.13129771,0.14508578,0.108350605,0.13622296
0.13622296,0.14199397,0.13129771,0.149766,0.109595984,0.113003135
0.113003135,0.14652565,0.12824428,0.13416538,0.090914816,0.126935
0.126935,0.13746223,0.12213743,0.1372855,0.10212359,0.120743036
0.120743036,0.13897279,0.12366414,0.14196566,0.09714189,0.11145514
0.11145514,0.12990937,0.11755729,0.12792513,0.089669436,0.0913313
0.0913313,0.123867065,0.10534352,0.112324506,0.073479176,0.06811148
0.06811148,0.09969786,0.0870229,0.08892354,0.054797977,0.07430345
0.07430345,0.089123875,0.07480919,0.09204367,0.059779614,0.065015495
0.065015495,0.09516618,0.08091605,0.082683295,0.05230716,0.10526317
0.10526317,0.08006039,0.10076338,0.08736351,0.0846878,0.13312697
0.13312697,0.12537763,0.12671757,0.12636504,0.107105166,0.13003099
0.13003099,0.14048335,0.12824428,0.13884553,0.10461435,0.1547988
0.1547988,0.13595167,0.14809161,0.14508578,0.124540895,0.15325081
0.15325081,0.16616312,0.15267175,0.17004678,0.123295456,0.13931888
0.13931888,0.15861025,0.14198476,0.15912637,0.1120868,0.14086688
0.14086688,0.13897279,0.1343512,0.14508578,0.11333218,0.11455113
0.11455113,0.163142,0.1465649,0.13572541,0.092160255,0.08668733
0.08668733,0.10876134,0.10076338,0.104524165,0.06974289,0.106811166
0.106811166,0.09969786,0.116030574,0.10764429,0.08593318,0.119195044
0.119195044,0.12537763,0.11297715,0.12948516,0.09589645,0.092879295
0.092879295,0.12688819,0.111450374,0.11388454,0.074724495,0.099071205
0.099071205,0.11480364,0.10381681,0.11388454,0.07970619,0.08823532
0.08823532,0.10574016,0.09312981,0.10608426,0.0709883,0.07430345
0.07430345,0.087613255,0.07175577,0.090483636,0.059779614,0.052631617
0.052631617,0.06948641,0.058015287,0.06552264,0.042343915,0.07430345
0.07430345,0.07250753,0.083969474,0.07956317,0.059779614,0.08978331
0.08978331,0.10271904,0.08549619,0.082683295,0.07223374,0.13622296
0.13622296,0.120845884,0.129771,0.12792513,0.109595984,0.13003099
0.13003099,0.1570997,0.14809161,0.15132603,0.10461435,0.14396286
0.14396286,0.13595167,0.14045805,0.14508578,0.115823,0.11145514
0.11145514,0.14199397,0.13282442,0.13260528,0.089669436,0.11764711
0.11764711,0.11782476,0.116030574,0.118564755,0.09465107,0.11455113
0.11455113,0.13444111,0.11755729,0.13260528,0.092160255,0.10990715
0.10990715,0.11782476,0.111450374,0.12324491,0.088424,0.0913313
0.0913313,0.120845884,0.10381681,0.112324506,0.073479176,0.1006192
0.1006192,0.10271904,0.09923667,0.10764429,0.08095157,0.1006192
0.1006192,0.120845884,0.10534352,0.118564755,0.08095157,0.08359134
0.08359134,0.1042296,0.0870229,0.10296413,0.0672521,0.08049536
0.08049536,0.10271904,0.08549619,0.10140404,0.06476128,0.08204335
0.08204335,0.10120848,0.08244276,0.096723884,0.0660066,0.08204335
0.08204335,0.092144996,0.07633591,0.096723884,0.0660066,0.08049536
0.08049536,0.09667674,0.08244276,0.09984401,0.06476128,0.106811166
0.106811166,0.10120848,0.102290094,0.10140404,0.08593318,0.0913313
0.0913313,0.120845884,0.10381681,0.112324506,0.073479176,0.07585144
0.07585144,0.09365556,0.07786262,0.09516379,0.061024994,0.065015495
0.065015495,0.089123875,0.07480919,0.08112326,0.05230716,0.030959785
0.030959785,0.06948641,0.05038172,0.04992202,0.024908185,0.015479922
0.015479922,0.0392749,0.019847333,0.0218409,0.012454122,0.0
0.0,0.027190298,0.00916034,0.020280808,0.0,0.0030959845
0.0030959845,0.0,0.0,0.0,0.0024908483,0.021671832
0.021671832,0.024169177,0.019847333,0.024961025,0.01743576,0.026315808
0.026315808,0.04078546,0.025954247,0.039001554,0.021171927,0.023219824
0.023219824,0.03625378,0.021374047,0.03588143,0.018681139,0.051083624
0.051083624,0.0392749,0.047328293,0.045241803,0.041098505,0.071207464
0.071207464,0.07401809,0.07633591,0.08112326,0.057288826,0.09597528
0.09597528,0.09516618,0.09007639,0.09204367,0.07721537,0.10371518
0.10371518,0.11782476,0.10076338,0.11700466,0.08344236,0.13931888
0.13931888,0.123867065,0.1343512,0.13104525,0.1120868,0.1547988
0.1547988,0.15558913,0.15114504,0.16380653,0.124540895,0.106811166
0.106811166,0.16012082,0.14198476,0.12792513,0.08593318,0.113003135
0.113003135,0.13897279,0.13282442,0.13260528,0.090914816,0.12383902
0.12383902,0.12990937,0.12519085,0.1372855,0.09963271,0.13157898
0.13157898,0.14350453,0.12824428,0.1482059,0.10585973,0.14396286
0.14396286,0.14048335,0.14045805,0.14664587,0.115823,0.13931888
0.13931888,0.16012082,0.14809161,0.1606864,0.1120868,0.14860684
0.14860684,0.16012082,0.14198476,0.1606864,0.11955932,0.17956656
0.17956656,0.17220542,0.17251909,0.17940715,0.14446738,0.20433438
0.20433438,0.21148035,0.20305347,0.22152886,0.16439399,0.20433438
0.20433438,0.20845923,0.19694656,0.21060845,0.16439399,0.17337465
0.17337465,0.20543805,0.19083971,0.1856474,0.1394858,0.15170282
0.15170282,0.17824772,0.16335881,0.16536662,0.12205008,0.13777095
0.13777095,0.14803627,0.14809161,0.15444615,0.11084136,0.12229103
0.12229103,0.13897279,0.129771,0.13884553,0.09838733,0.14860684
0.14860684,0.15105739,0.15267175,0.15444615,0.11955932,0.17027867
0.17027867,0.17824772,0.16641223,0.18720749,0.13699493,0.15015483
0.15015483,0.17220542,0.15877867,0.17004678,0.1208047,0.14860684
0.14860684,0.17371598,0.15877867,0.16848674,0.11955932,0.14086688
0.14086688,0.16012082,0.14503819,0.1606864,0.11333218,0.13312697
0.13312697,0.14199397,0.13893133,0.1482059,0.107105166,0.13467497
0.13467497,0.14199397,0.13282442,0.14352575,0.108350605,0.13777095
0.13777095,0.14501509,0.13893133,0.15444615,0.11084136,0.13777095
0.13777095,0.14652565,0.14045805,0.15444615,0.11084136,0.13777095
0.13777095,0.13595167,0.13282442,0.14040563,0.11084136,0.16099072
0.16099072,0.1570997,0.15572524,0.16692665,0.12952253,0.1640867
0.1640867,0.18277946,0.16488552,0.174727,0.13201335,0.16563469
0.16563469,0.1752266,0.1618321,0.17784712,0.13325873,0.16718268
0.16718268,0.14803627,0.16030538,0.15756628,0.13450417,0.16718268
0.16718268,0.17673716,0.16946566,0.1856474,0.13450417,0.17027867
0.17027867,0.17069486,0.16488552,0.18096724,0.13699493,0.19659448
0.19659448,0.18882176,0.189313,0.19500783,0.15816692,0.19659448
0.19659448,0.20845923,0.19694656,0.21060845,0.15816692,0.18575853
0.18575853,0.20241693,0.189313,0.2043682,0.14944908,0.15325081
0.15325081,0.18277946,0.18167943,0.174727,0.123295456,0.18266255
0.18266255,0.17975828,0.178626,0.19032761,0.14695814,0.18421054
0.18421054,0.19486406,0.18015271,0.20124808,0.14820358,0.18421054
0.18421054,0.18882176,0.178626,0.19968799,0.14820358,0.18575853
0.18575853,0.18731114,0.178626,0.19656786,0.14944908,0.17027867
0.17027867,0.19033232,0.18320614,0.19032761,0.13699493,0.16099072
0.16099072,0.17220542,0.16030538,0.17940715,0.12952253,0.16099072
0.16099072,0.17220542,0.15419847,0.18252727,0.12952253,0.15944272
0.15944272,0.16616312,0.15725195,0.174727,0.1282771,0.1563468
0.1563468,0.17069486,0.15572524,0.17628703,0.12578627,0.14705884
0.14705884,0.15558913,0.14351147,0.15288612,0.11831382,0.15170282
0.15170282,0.1570997,0.14503819,0.1622465,0.12205008,0.18885452
0.18885452,0.17069486,0.18167943,0.17940715,0.1519399,0.2012384
0.2012384,0.21148035,0.19694656,0.21996883,0.16190317,0.15944272
0.15944272,0.19184288,0.18015271,0.18096724,0.1282771,0.17337465
0.17337465,0.17069486,0.16793895,0.18096724,0.1394858,0.17027867
0.17027867,0.1812689,0.16641223,0.18408737,0.13699493,0.17337465
0.17337465,0.1812689,0.16793895,0.18720749,0.1394858,0.1919505
0.1919505,0.17824772,0.18778628,0.18720749,0.15443066,0.1919505
0.1919505,0.19939575,0.18625957,0.20904836,0.15443066,0.19349849
0.19349849,0.20543805,0.19236642,0.21528861,0.15567604,0.19659448
0.19659448,0.20241693,0.19694656,0.20124808,0.15816692,0.20278639
0.20278639,0.21299091,0.21068704,0.22464898,0.16314855,0.1996904
0.1996904,0.20241693,0.20763361,0.21372858,0.1606578,0.18266255
0.18266255,0.19939575,0.19236642,0.2043682,0.14695814,0.20433438
0.20433438,0.19335344,0.20305347,0.2043682,0.16439399,0.19040251
0.19040251,0.20241693,0.19236642,0.20592824,0.15318534,0.20433438
0.20433438,0.20694861,0.20458019,0.21528861,0.16439399,0.20433438
0.20433438,0.21903321,0.20305347,0.22464898,0.16439399,0.21207434
0.21207434,0.19939575,0.20763361,0.21060845,0.17062107,0.19504648
0.19504648,0.20845923,0.20000005,0.2168487,0.15692148,0.1919505
0.1919505,0.20543805,0.19236642,0.21060845,0.15443066,0.19814247
0.19814247,0.19788519,0.19083971,0.20904836,0.1594123,0.16718268
0.16718268,0.20241693,0.189313,0.18876758,0.13450417,0.1563468
0.1563468,0.19033232,0.17709923,0.1731669,0.12578627,0.18421054
0.18421054,0.18429002,0.17709923,0.18408737,0.14820358,0.19349849
0.19349849,0.20241693,0.18625957,0.20592824,0.15567604,0.18575853
0.18575853,0.20241693,0.18473285,0.20124808,0.14944908,0.19040251
0.19040251,0.20241693,0.18778628,0.20748833,0.15318534,0.18266255
0.18266255,0.19486406,0.18167943,0.20280811,0.14695814,0.18111455
0.18111455,0.19335344,0.18167943,0.19032761,0.14571282,0.18111455
0.18111455,0.19939575,0.18167943,0.19656786,0.14571282,0.16873068
0.16873068,0.18429002,0.17251909,0.19032761,0.13574955,0.1625387
0.1625387,0.17824772,0.1618321,0.18096724,0.13076797,0.1919505
0.1919505,0.1812689,0.18473285,0.1918877,0.15443066,0.24767804
0.24767804,0.21601209,0.23969465,0.22620907,0.19926551,0.2275542
0.2275542,0.24471298,0.22748095,0.23868957,0.1830751,0.21517032
0.21517032,0.2280967,0.2213741,0.23556945,0.17311183,0.22136223
0.22136223,0.22205439,0.21984732,0.23400936,0.1780934,0.21671832
0.21671832,0.22960725,0.2213741,0.23400936,0.17435727,0.22136223
0.22136223,0.23262838,0.21832061,0.23868957,0.1780934,0.22445822
0.22445822,0.23111781,0.21984732,0.24336973,0.18058434,0.22600621
0.22600621,0.234139,0.21832061,0.2418097,0.18182966,0.2291022
0.2291022,0.23867068,0.22442752,0.24336973,0.18432054,0.19504648
0.19504648,0.19939575,0.19847327,0.2043682,0.15692148,0.16563469
0.16563469,0.20543805,0.18778628,0.1856474,0.13325873,0.14241487
0.14241487,0.17824772,0.1618321,0.15912637,0.11457756,0.14705884
0.14705884,0.15407851,0.1465649,0.15912637,0.11831382,0.13312697
0.13312697,0.16012082,0.14351147,0.15288612,0.107105166,0.15789479
0.15789479,0.14954683,0.15114504,0.15756628,0.12703171,0.17182666
0.17182666,0.1691843,0.16488552,0.17784712,0.13824037,0.14860684
0.14860684,0.17824772,0.16641223,0.16692665,0.11955932,0.16563469
0.16563469,0.17220542,0.16488552,0.18252727,0.13325873,0.17647064
0.17647064,0.18731114,0.17251909,0.18408737,0.14197662,0.19040251
0.19040251,0.18882176,0.18320614,0.19344774,0.15318534,0.1919505
0.1919505,0.20845923,0.19083971,0.21216848,0.15443066,0.18730652
0.18730652,0.20543805,0.19083971,0.19812796,0.15069446,0.16718268
0.16718268,0.19335344,0.17557251,0.18408737,0.13450417,0.16718268
0.16718268,0.17824772,0.16030538,0.18876758,0.13450417,0.16718268
0.16718268,0.17824772,0.16030538,0.18876758,0.13450417,0.17182666
0.17182666,0.18580058,0.17099237,0.19032761,0.13824037,0.17027867
0.17027867,0.17824772,0.16488552,0.18408737,0.13699493,0.16718268
0.16718268,0.18429002,0.17099237,0.18876758,0.13450417,0.17492265
0.17492265,0.18429002,0.17251909,0.1918877,0.14073119,0.17647064
0.17647064,0.18429002,0.17557251,0.19344774,0.14197662,0.17801863
0.17801863,0.18882176,0.17251909,0.19500783,0.143222,0.18421054
0.18421054,0.18882176,0.17709923,0.19812796,0.14820358,0.18421054
0.18421054,0.19788519,0.18015271,0.2043682,0.14820358,0.17337465
0.17337465,0.19637462,0.178626,0.1918877,0.1394858,0.16563469
0.16563469,0.18429002,0.16793895,0.18408737,0.13325873,0.17647064
0.17647064,0.17673716,0.17251909,0.18720749,0.14197662,0.19349849
0.19349849,0.1812689,0.18625957,0.1918877,0.15567604,0.17337465
0.17337465,0.19637462,0.178626,0.18876758,0.15354714,0.17337465
0.17337465,0.17824772,0.16793895,0.18876758,0.15354714,0.17337465
0.17337465,0.18429002,0.17099237,0.1918877,0.15354714,0.17647064
0.17647064,0.18731114,0.17099237,0.19500783,0.15610138,0.17337465
0.17337465,0.18580058,0.17099237,0.18876758,0.15354714,0.1547988
0.1547988,0.17824772,0.16488552,0.174727,0.13822219,0.1547988
0.1547988,0.16616312,0.14809161,0.17628703,0.13822219,0.14396286
0.14396286,0.14803627,0.14198476,0.15132603,0.12928268,0.14396286
0.14396286,0.15558913,0.13740462,0.16536662,0.12928268,0.14396286
0.14396286,0.15558913,0.13740462,0.16536662,0.12928268,0.14396286
0.14396286,0.15558913,0.13740462,0.16536662,0.12928268,0.14396286
0.14396286,0.15558913,0.13740462,0.16536662,0.12928268,0.14396286
0.14396286,0.15558913,0.13740462,0.16536662,0.12928268,0.13467497
0.13467497,0.12688819,0.129771,0.1372855,0.12162021,0.14860684
0.14860684,0.16163144,0.14351147,0.15756628,0.13311395,0.16099072
0.16099072,0.16012082,0.15572524,0.16692665,0.14333054,0.13622296
0.13622296,0.1691843,0.15267175,0.15132603,0.12289724,0.11764711
0.11764711,0.14501509,0.12671757,0.12948516,0.10757235,0.11764711
0.11764711,0.12688819,0.119084,0.13416538,0.10757235,0.128483
0.128483,0.13595167,0.12824428,0.14040563,0.11651191,0.126935
0.126935,0.13746223,0.12213743,0.14196566,0.11523482,0.12229103
0.12229103,0.14501509,0.12671757,0.1372855,0.111403614,0.13777095
0.13777095,0.14199397,0.13282442,0.14508578,0.124174386,0.126935
0.126935,0.14803627,0.13129771,0.13884553,0.11523482,0.106811166
0.106811166,0.13897279,0.12213743,0.12792513,0.09863278,0.10835916
0.10835916,0.11782476,0.106870234,0.124805,0.09990981,0.10526317
0.10526317,0.11782476,0.106870234,0.124805,0.09735569,0.099071205
0.099071205,0.1163142,0.102290094,0.11700466,0.09224734,0.09752327
0.09752327,0.11178246,0.09618324,0.110764414,0.09097031,0.10216719
0.10216719,0.10876134,0.09618324,0.11388454,0.094801515,0.08668733
0.08668733,0.11178246,0.09618324,0.104524165,0.08203074,0.07585144
0.07585144,0.09365556,0.083969474,0.096723884,0.07309121,0.085139334
0.085139334,0.092144996,0.08091605,0.09828392,0.080753684,0.092879295
0.092879295,0.09365556,0.09007639,0.10140404,0.08713904,0.1006192
0.1006192,0.10574016,0.09465653,0.11388454,0.093524486,0.09442729
0.09442729,0.11480364,0.10076338,0.11544463,0.08841619,0.1006192
0.1006192,0.11329302,0.09618324,0.118564755,0.093524486,0.12383902
0.12383902,0.11782476,0.11755729,0.124805,0.112680644,0.13003099
0.13003099,0.13293049,0.12366414,0.1372855,0.11778894,0.14396286
0.14396286,0.14501509,0.14045805,0.15132603,0.12928268,0.126935
0.126935,0.15558913,0.13740462,0.14664587,0.11523482,0.13312697
0.13312697,0.13897279,0.129771,0.14664587,0.12034312,0.12229103
0.12229103,0.13897279,0.12366414,0.13884553,0.111403614,0.13003099
0.13003099,0.13746223,0.12671757,0.14196566,0.11778894,0.14241487
0.14241487,0.14501509,0.1358779,0.149766,0.1280056,0.14551085
0.14551085,0.15558913,0.14045805,0.1622465,0.13055977,0.14551085
0.14551085,0.15407851,0.13893133,0.15912637,0.13055977,0.128483
0.128483,0.1570997,0.13893133,0.149766,0.11651191,0.12538701
0.12538701,0.13897279,0.12671757,0.14664587,0.11395773,0.11145514
0.11145514,0.13746223,0.119084,0.13104525,0.10246399,0.10371518
0.10371518,0.120845884,0.106870234,0.12168488,0.096078604,0.10835916
0.10835916,0.11178246,0.106870234,0.12012479,0.09990981,0.11764711
0.11764711,0.1283988,0.11297715,0.13416538,0.10757235,0.120743036
0.120743036,0.13293049,0.11755729,0.12636504,0.110126466,0.12538701
0.12538701,0.14199397,0.12519085,0.1372855,0.11395773,0.13003099
0.13003099,0.13595167,0.12366414,0.14352575,0.11778894,0.13622296
0.13622296,0.14199397,0.129771,0.1482059,0.12289724,0.13157898
0.13157898,0.14803627,0.129771,0.14508578,0.11906609,0.12383902
0.12383902,0.13595167,0.12519085,0.12636504,0.112680644,0.119195044
0.119195044,0.120845884,0.116030574,0.12948516,0.10884938,0.128483
0.128483,0.12688819,0.12366414,0.13416538,0.11651191,0.14705884
0.14705884,0.14350453,0.14045805,0.15288612,0.13183686,0.1547988
0.1547988,0.16616312,0.15572524,0.17160687,0.13822219,0.15170282
0.15170282,0.17220542,0.15725195,0.17004678,0.13566807,0.18885452
0.18885452,0.1752266,0.18473285,0.18252727,0.16631791,0.19814247
0.19814247,0.20845923,0.19694656,0.21528861,0.17398044,0.2012384
0.2012384,0.21148035,0.19389313,0.21372858,0.17653456,0.19040251
0.19040251,0.21450153,0.19694656,0.20904836,0.167595,0.19814247
0.19814247,0.20543805,0.19236642,0.2168487,0.17398044,0.19659448
0.19659448,0.19637462,0.19694656,0.20748833,0.17270336,0.21671832
0.21671832,0.19788519,0.21221375,0.20904836,0.18930534,0.22136223
0.22136223,0.22658607,0.2213741,0.23868957,0.19313654,0.19814247
0.19814247,0.22507551,0.21374047,0.21996883,0.17398044,0.19349849
0.19349849,0.20392749,0.189313,0.2043682,0.17014912,0.18885452
0.18885452,0.19939575,0.18778628,0.19968799,0.16631791,0.2012384
0.2012384,0.19637462,0.19389313,0.2043682,0.17653456,0.20433438
0.20433438,0.21450153,0.2061069,0.22308895,0.17908874,0.1919505
0.1919505,0.20241693,0.19083971,0.20592824,0.16887209,0.1996904
0.1996904,0.20543805,0.20000005,0.2168487,0.17525741,0.21207434
0.21207434,0.21450153,0.20763361,0.22464898,0.18547401,0.21362233
0.21362233,0.22205439,0.21068704,0.23244932,0.18675122,0.20743036
0.20743036,0.22658607,0.20916033,0.22308895,0.18164292,0.21671832
