var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var1(t)
0.10746813,0.1076923,0.08983052,0.12037039,0.09541336,0.18269324,0.18267727,0.10382515
0.10382515,0.09864253,0.084745765,0.11296296,0.09217903,0.17713618,0.1770637,0.10291439
0.10291439,0.103167415,0.08644068,0.11388892,0.09137046,0.17852545,0.17846704,0.10291439
0.10291439,0.09502262,0.08050847,0.10925925,0.09137046,0.18292499,0.18291116,0.08378869
0.08378869,0.09502262,0.077118635,0.09166667,0.07439011,0.17505217,0.17495847,0.08469945
0.08469945,0.0769231,0.06779662,0.0925926,0.07519871,0.18593502,0.18595195,0.08561018
0.08561018,0.07511315,0.0661017,0.09074074,0.07600728,0.19635487,0.19647741,0.082877964
0.082877964,0.0769231,0.062711865,0.08888888,0.07358143,0.21325803,0.21308446,0.072859734
0.072859734,0.07330319,0.06016949,0.07592592,0.0646871,0.21372104,0.21355224,0.07377049
0.07377049,0.06968328,0.062711865,0.07592592,0.06549558,0.20607996,0.20583344,0.07468122
0.07468122,0.07330319,0.05847457,0.07962963,0.06630427,0.19728112,0.19741297,0.071038246
0.071038246,0.0651584,0.05254236,0.0787037,0.06306982,0.20330143,0.20302677,0.072859734
0.072859734,0.06968328,0.053389817,0.082407415,0.0646871,0.20700622,0.20676899,0.07468122
0.07468122,0.068778306,0.05847457,0.07962963,0.06630427,0.20700622,0.20676899,0.08834243
0.08834243,0.0769231,0.070338994,0.09074074,0.0784331,0.2148788,0.21472168,0.08469945
0.08469945,0.08416292,0.0661017,0.0925926,0.07519871,0.20885849,0.20864034,0.0874317
0.0874317,0.08144799,0.070338994,0.09722221,0.07762441,0.2049222,0.20466399,0.08834243
0.08834243,0.08416292,0.069491535,0.09814817,0.0784331,0.20353293,0.20326066,0.08652094
0.08652094,0.0850679,0.06779662,0.099074066,0.0768159,0.20306969,0.20279288,0.08469945
0.08469945,0.082352966,0.06864408,0.09722221,0.07519871,0.19450235,0.1946063,0.07923496
0.07923496,0.08144799,0.0661017,0.08703703,0.07034719,0.2046907,0.2044301,0.081967205
0.081967205,0.07511315,0.06779662,0.0851852,0.07277295,0.20816398,0.20793867,0.08014572
0.08014572,0.07330319,0.061016947,0.08611113,0.07115579,0.21233177,0.2121489,0.08014572
0.08014572,0.08144799,0.06779662,0.0925926,0.07115579,0.20677447,0.2065351,0.08014572
0.08014572,0.08054301,0.06440678,0.0925926,0.07115579,0.20654297,0.20630121,0.08378869
0.08378869,0.076018125,0.06694916,0.08703703,0.07439011,0.20793223,0.20770478,0.08469945
0.08469945,0.0769231,0.06440678,0.0925926,0.07519871,0.20306969,0.20279288,0.08378869
0.08378869,0.079638034,0.06440678,0.0925926,0.07439011,0.21163726,0.21144724,0.06921676
0.06921676,0.07782808,0.06355932,0.08148149,0.061452657,0.20237517,0.20209098,0.07377049
0.07377049,0.07330319,0.05762711,0.07777777,0.06549558,0.21001625,0.20980978,0.071038246
0.071038246,0.06425342,0.05084747,0.07592592,0.06306982,0.21024776,0.21004367,0.072859734
0.072859734,0.06787333,0.055932194,0.08333334,0.0646871,0.20029116,0.19998598,0.08014572
0.08014572,0.06968328,0.061016947,0.0851852,0.07115579,0.20144892,0.20115542,0.08378869
0.08378869,0.07873306,0.06440678,0.0925926,0.07439011,0.20399594,0.20372844,0.08014572
0.08014572,0.076018125,0.05932203,0.08888888,0.07115579,0.20607996,0.20583344,0.081967205
0.081967205,0.079638034,0.061864406,0.08425927,0.07277295,0.2151103,0.21495557,0.08925319
0.08925319,0.08054301,0.07288134,0.093518496,0.079241574,0.22113061,0.22103715,0.08834243
0.08834243,0.08687785,0.06864408,0.09629631,0.0784331,0.23363447,0.23366785,0.07832423
0.07832423,0.0769231,0.06016949,0.08148149,0.06953856,0.23479223,0.2348373,0.061930776
0.061930776,0.066063374,0.050000012,0.070370376,0.054984003,0.236413,0.23647451,0.05646628
0.05646628,0.058823556,0.047457635,0.061111122,0.050132483,0.23270822,0.2327323,0.054644793
0.054644793,0.05429867,0.046610177,0.06666666,0.0485152,0.23826551,0.23834586,0.06557375
0.06557375,0.0570136,0.047457635,0.06851852,0.05821839,0.24127555,0.24138665,0.071038246
0.071038246,0.056108624,0.05084747,0.071296304,0.06306982,0.24382257,0.24395943,0.072859734
0.072859734,0.06968328,0.055932194,0.0787037,0.0646871,0.24451733,0.2446611,0.0874317
0.0874317,0.06968328,0.07118645,0.082407415,0.07762441,0.24984288,0.24957299,0.091074646
0.091074646,0.08416292,0.07288134,0.100000024,0.08085886,0.25262165,0.2523799,0.08925319
0.08925319,0.08416292,0.069491535,0.09537035,0.079241574,0.25424242,0.25401735,0.09289616
0.09289616,0.082352966,0.07118645,0.09537035,0.08247602,0.25424242,0.25401735,0.081967205
0.081967205,0.089592755,0.07288134,0.08703703,0.07277295,0.25540018,0.2551868,0.06739527
0.06739527,0.066063374,0.05084747,0.07314816,0.059835434,0.30587816,0.3057096,0.06921676
0.06921676,0.05339369,0.050000012,0.06851852,0.061452657,0.30333114,0.3031366,0.071038246
0.071038246,0.06787333,0.0516949,0.08055556,0.06306982,0.30703592,0.30687904,0.061020017
0.061020017,0.06787333,0.053389817,0.071296304,0.054175407,0.32278132,0.32278442,0.051001817
0.051001817,0.05339369,0.040677965,0.061111122,0.045280814,0.32116055,0.32114697,0.035519123
0.035519123,0.047963798,0.032203376,0.0462963,0.03153485,0.32440233,0.32442164,0.020947158
0.020947158,0.026244342,0.015254229,0.031481475,0.018597513,0.3376007,0.337754,0.0
0.0,0.0009049773,0.0033898354,0.0,0.0,0.36168194,0.36161208,0.011839688
0.011839688,0.0045248866,0.0076271296,0.014814824,0.010511607,0.37765884,0.3777511,0.02003643
0.02003643,0.01719457,0.005084753,0.019444436,0.017788887,0.38599467,0.3857038,0.04735884
0.04735884,0.028054297,0.033898294,0.042592585,0.042046547,0.39201498,0.39178538,0.05646628
0.05646628,0.05339369,0.038983047,0.064814806,0.050132483,0.36469197,0.36465263,0.0582878
0.0582878,0.05339369,0.038983047,0.06388888,0.051749617,0.368397,0.3683951,0.04644808
0.04644808,0.05339369,0.03728813,0.055555552,0.04123795,0.38090062,0.3810258,0.035519123
0.035519123,0.029864252,0.023728818,0.04444444,0.03153485,0.39178348,0.3915515,0.036429852
0.036429852,0.038009048,0.023728818,0.0462963,0.032343596,0.39942455,0.39927006,0.034608364
0.034608364,0.032579184,0.017796606,0.043518513,0.030726343,0.4035926,0.4034803,0.022768676
0.022768676,0.029864252,0.015254229,0.03425926,0.020214707,0.41655946,0.416579,0.018214941
0.018214941,0.016289592,0.008474588,0.027777791,0.016171753,0.42836857,0.4285078,0.022768676
0.022768676,0.019004524,0.009322047,0.03333333,0.020214707,0.41887498,0.4189179,0.022768676
0.022768676,0.01719457,0.009322047,0.02870372,0.020214707,0.4371674,0.43692827,0.022768676
0.022768676,0.022624433,0.008474588,0.03333333,0.020214707,0.43346262,0.43318582,0.0291439
0.0291439,0.022624433,0.012711853,0.03425926,0.025874794,0.4371674,0.43692827,0.023679405
0.023679405,0.022624433,0.011864394,0.030555546,0.021023303,0.44851327,0.44838953,0.02003643
0.02003643,0.019004524,0.005932212,0.029629648,0.017788887,0.46495342,0.46499658,0.033697635
0.033697635,0.020814478,0.016101688,0.03425926,0.029917657,0.46726894,0.46733546,0.035519123
0.035519123,0.026244342,0.017796606,0.0388889,0.03153485,0.46981597,0.46990848,0.031876117
0.031876117,0.026244342,0.016101688,0.037962973,0.028300554,0.46703744,0.46710157,0.030965388
0.030965388,0.024434388,0.015254229,0.0388889,0.027491897,0.47514176,0.47528815,0.020947158
0.020947158,0.019909501,0.008474588,0.031481475,0.018597513,0.5070956,0.5070989,0.018214941
0.018214941,0.019909501,0.0076271296,0.026851863,0.016171753,0.5226095,0.52277017,0.0063752234
0.0063752234,0.01357466,0.0,0.01666668,0.005660057,0.523999,0.52417374,0.021857917
0.021857917,0.0,0.0076271296,0.01111111,0.01940611,0.53164005,0.5314245,0.035519123
0.035519123,0.022624433,0.023728818,0.03333333,0.03153485,0.5149684,0.5150516,0.025500894
0.025500894,0.03348416,0.025423735,0.037037045,0.022640437,0.51427364,0.5143497,0.020947158
0.020947158,0.022624433,0.020338982,0.032407403,0.018597513,0.5272405,0.5269804,0.045537323
0.045537323,0.03348416,0.03559321,0.043518513,0.040429413,0.5026963,0.5026548,0.060109288
0.060109288,0.04434389,0.04491526,0.059259266,0.05336681,0.45106053,0.45096254,0.061930776
0.061930776,0.058823556,0.049152553,0.07222223,0.054984003,0.37719584,0.37728333,0.06557375
0.06557375,0.062443465,0.054237276,0.07500002,0.05821839,0.31768727,0.3176384,0.06921676
0.06921676,0.07058826,0.056779653,0.08148149,0.061452657,0.25076914,0.2505088,0.07559198
0.07559198,0.06787333,0.062711865,0.08333334,0.06711286,0.23780227,0.23787808,0.060109288
0.060109288,0.07330319,0.055932194,0.071296304,0.05336681,0.25910497,0.25892925,0.061020017
0.061020017,0.058823556,0.047457635,0.071296304,0.054175407,0.19635487,0.19647741,0.054644793
0.054644793,0.058823556,0.042372882,0.064814806,0.0485152,0.2537794,0.25354934,0.06648451
0.06648451,0.051583707,0.0516949,0.06666666,0.059026897,0.26049423,0.26033258,0.06921676
0.06921676,0.068778306,0.05254236,0.07962963,0.061452657,0.2769344,0.27693963,0.07377049
0.07377049,0.06968328,0.05932203,0.0851852,0.06549558,0.29129052,0.29144144,0.07650271
0.07650271,0.07511315,0.05932203,0.08703703,0.0679214,0.27832365,0.27834296,0.07923496
0.07923496,0.08687785,0.06864408,0.08981481,0.07034719,0.24359107,0.24372554,0.08561018
0.08561018,0.082352966,0.06694916,0.09537035,0.07600728,0.2790184,0.27904463,0.08561018
0.08561018,0.07873306,0.0661017,0.09074074,0.07600728,0.2750821,0.27506828,0.082877964
0.082877964,0.07420817,0.06694916,0.08981481,0.07358143,0.27600813,0.27600408,0.06739527
0.06739527,0.08144799,0.06694916,0.07407409,0.059835434,0.26026273,0.2600987,0.0582878
0.0582878,0.06787333,0.05084747,0.070370376,0.051749617,0.27809215,0.27810907,0.053734064
0.053734064,0.051583707,0.038983047,0.06203705,0.047706604,0.28804874,0.288167,0.06739527
0.06739527,0.055203646,0.050000012,0.070370376,0.059835434,0.2676723,0.2675836,0.07741347
0.07741347,0.06787333,0.06355932,0.08333334,0.06873,0.2366445,0.2367084,0.081967205
0.081967205,0.0769231,0.06694916,0.08611113,0.07277295,0.26975632,0.2696886,0.081967205
0.081967205,0.085972875,0.06779662,0.09074074,0.07277295,0.2574842,0.2572918,0.06648451
0.06648451,0.0769231,0.05932203,0.07500002,0.059026897,0.2892065,0.28933644,0.05919853
0.05919853,0.058823556,0.05084747,0.071296304,0.052558213,0.2734611,0.27343106,0.061020017
0.061020017,0.0570136,0.046610177,0.071296304,0.054175407,0.2635045,0.26337337,0.061020017
0.061020017,0.05791858,0.05254236,0.07314816,0.054175407,0.263273,0.2631395,0.05919853
0.05919853,0.055203646,0.04322034,0.070370376,0.05433777,0.27670288,0.27670574,0.0582878
0.0582878,0.05339369,0.038983047,0.061111122,0.053525776,0.29985785,0.29962802,0.06648451
0.06648451,0.062443465,0.05254236,0.07777777,0.06083402,0.2949953,0.29471612,0.06466302
0.06466302,0.06334844,0.053389817,0.07592592,0.059210002,0.30703592,0.30687904,0.060109288
0.060109288,0.062443465,0.050000012,0.07222223,0.055149823,0.31259322,0.3124926,0.06739527
0.06739527,0.0570136,0.049152553,0.070370376,0.061645985,0.30147886,0.30126548,0.072859734
0.072859734,0.06787333,0.053389817,0.08055556,0.06651825,0.29129052,0.29144144,0.07923496
0.07923496,0.06787333,0.061864406,0.08333334,0.0722025,0.29777384,0.29752302,0.08014572
0.08014572,0.076018125,0.06355932,0.09074074,0.07301453,0.28596497,0.28606176,0.081056446
0.081056446,0.08054301,0.06694916,0.0925926,0.07382652,0.30008936,0.2998619,0.06739527
0.06739527,0.08054301,0.062711865,0.07777777,0.061645985,0.30333114,0.3031366,0.0391621
0.0391621,0.062443465,0.046610177,0.05092594,0.036473125,0.32486534,0.32488942,0.071038246
0.071038246,0.047963798,0.053389817,0.06296298,0.06489414,0.31745577,0.3174045,0.072859734
0.072859734,0.068778306,0.05762711,0.07777777,0.06651825,0.30564666,0.3054757,0.072859734
0.072859734,0.066063374,0.054237276,0.0787037,0.06651825,0.3260231,0.32605886,0.06648451
0.06648451,0.06968328,0.05254236,0.07777777,0.06083402,0.32324457,0.3232522,0.07012749
0.07012749,0.066063374,0.054237276,0.08055556,0.064082116,0.32417083,0.32418776,0.062841535
0.062841535,0.061538488,0.054237276,0.07407409,0.057585895,0.3278756,0.3279302,0.062841535
0.062841535,0.059728533,0.04322034,0.07500002,0.057585895,0.3278756,0.3279302,0.08014572
0.08014572,0.055203646,0.05932203,0.070370376,0.07301453,0.3514936,0.35132027,0.06921676
0.06921676,0.07511315,0.05762711,0.07500002,0.06327012,0.3475573,0.34734392,0.06921676
0.06921676,0.058823556,0.049152553,0.07222223,0.06327012,0.37974286,0.37985635,0.06557375
0.06557375,0.06063351,0.049152553,0.07592592,0.060021996,0.37719584,0.37728333,0.07923496
0.07923496,0.072398216,0.061016947,0.08425927,0.0722025,0.37372255,0.373775,0.08378869
0.08378869,0.08778283,0.069491535,0.09537035,0.07626259,0.3686285,0.36862898,0.07012749
0.07012749,0.07511315,0.05932203,0.082407415,0.064082116,0.36955452,0.36956477,0.068306
0.068306,0.06425342,0.055084735,0.07962963,0.062458158,0.3322749,0.33237433,0.06921676
0.06921676,0.066063374,0.05254236,0.08055556,0.06327012,0.27253485,0.2724955,0.068306
0.068306,0.06425342,0.05254236,0.0787037,0.062458158,0.2792499,0.27927852,0.07377049
0.07377049,0.062443465,0.055932194,0.07777777,0.06733021,0.27809215,0.27810907,0.071038246
0.071038246,0.066063374,0.055932194,0.08148149,0.06489414,0.28249168,0.2825532,0.072859734
0.072859734,0.06787333,0.0661017,0.08333334,0.06651825,0.314214,0.31413007,0.07012749
0.07012749,0.0651584,0.056779653,0.07962963,0.064082116,0.33829522,0.33845568,0.07559198
0.07559198,0.066063374,0.061016947,0.08148149,0.06895444,0.34616804,0.3459406,0.06921676
0.06921676,0.07058826,0.05932203,0.08148149,0.06327012,0.33019114,0.3302691,0.061930776
0.061930776,0.062443465,0.047457635,0.07407409,0.05677393,0.34964132,0.34944916,0.061930776
0.061930776,0.0570136,0.045762718,0.07222223,0.05677393,0.33273816,0.3328421,0.052823305
0.052823305,0.0570136,0.041525424,0.064814806,0.048653632,0.3470943,0.34687614,0.06557375
0.06557375,0.055203646,0.050000012,0.070370376,0.060021996,0.32370758,0.32371998,0.068306
0.068306,0.06696835,0.05254236,0.07962963,0.062458158,0.3297279,0.32980132,0.062841535
0.062841535,0.058823556,0.047457635,0.07314816,0.057585895,0.33343267,0.33354378,0.061930776
0.061930776,0.062443465,0.047457635,0.07407409,0.05677393,0.3355167,0.335649,0.061020017
0.061020017,0.05339369,0.045762718,0.06759259,0.055961877,0.34616804,0.3459406,0.06466302
0.06466302,0.06063351,0.045762718,0.07222223,0.059210002,0.34385252,0.34360147,0.062841535
0.062841535,0.058823556,0.04491526,0.07314816,0.057585895,0.3378322,0.3379879,0.060109288
0.060109288,0.06063351,0.0440678,0.07222223,0.055149823,0.33852696,0.33868957,0.061930776
0.061930776,0.06063351,0.045762718,0.07222223,0.05677393,0.33273816,0.3328421,0.06648451
0.06648451,0.066063374,0.050000012,0.07500002,0.06083402,0.3257916,0.32582498,0.061930776
0.061930776,0.06063351,0.047457635,0.07314816,0.05677393,0.33991623,0.33962536,0.06557375
0.06557375,0.062443465,0.049152553,0.076851845,0.060021996,0.3320434,0.33214045,0.06739527
0.06739527,0.062443465,0.0516949,0.07777777,0.061645985,0.33621144,0.33635068,0.06557375
0.06557375,0.066063374,0.050000012,0.07314816,0.060021996,0.3262546,0.32629275,0.07012749
0.07012749,0.062443465,0.050000012,0.07314816,0.064082116,0.29198527,0.2921431,0.06557375
0.06557375,0.06696835,0.050000012,0.076851845,0.060021996,0.27392435,0.27389884,0.063752264
0.063752264,0.058823556,0.045762718,0.07314816,0.05839795,0.30564666,0.3054757,0.06739527
0.06739527,0.058823556,0.05084747,0.07407409,0.061645985,0.28341794,0.28348875,0.07741347
0.07741347,0.062443465,0.061864406,0.07777777,0.07057837,0.28133392,0.28138375,0.072859734
0.072859734,0.07330319,0.056779653,0.08148149,0.06651825,0.28966975,0.28980422,0.071949005
0.071949005,0.06787333,0.055932194,0.08333334,0.06570628,0.25470567,0.25448513,0.07468122
0.07468122,0.066063374,0.061016947,0.08148149,0.068142354,0.21534204,0.21518946,0.071949005
0.071949005,0.072398216,0.061016947,0.08333334,0.06570628,0.23896003,0.23904753,0.07468122
0.07468122,0.07330319,0.05762711,0.08611113,0.068142354,0.24011779,0.24021697,0.07650271
0.07650271,0.07058826,0.06016949,0.08611113,0.06976637,0.20700622,0.20676899,0.07650271
0.07650271,0.07330319,0.05847457,0.08703703,0.06976637,0.24683285,0.24653244,0.07650271
0.07650271,0.0769231,0.061864406,0.08888888,0.06976637,0.24081254,0.24091864,0.063752264
0.063752264,0.06968328,0.05254236,0.071296304,0.05839795,0.2572527,0.2570579,0.068306
0.068306,0.059728533,0.05084747,0.07407409,0.062458158,0.236413,0.23647451,0.06557375
0.06557375,0.066063374,0.0516949,0.07500002,0.060021996,0.22182536,0.22173882,0.062841535
0.062841535,0.059728533,0.047457635,0.06944445,0.057585895,0.23317146,0.23320007,0.06466302
0.06466302,0.062443465,0.049152553,0.07500002,0.059210002,0.2262249,0.22618294,0.07468122
0.07468122,0.06425342,0.05932203,0.07962963,0.068142354,0.22252011,0.22244048,0.07923496
0.07923496,0.0769231,0.06016949,0.087962955,0.0722025,0.22136235,0.22127104,0.07650271
0.07650271,0.076018125,0.061016947,0.08703703,0.06976637,0.2148788,0.21472168,0.07832423
0.07832423,0.07782808,0.061016947,0.08611113,0.07139042,0.20260668,0.20232487,0.081056446
0.081056446,0.07420817,0.061016947,0.08981481,0.07382652,0.18987131,0.1899283,0.082877964
0.082877964,0.08054301,0.0661017,0.093518496,0.07545054,0.16648483,0.16630411,0.082877964
0.082877964,0.08054301,0.06440678,0.0925926,0.07545054,0.13615155,0.13613081,0.07650271
